CustomerID,First Name,Last Name,Customer Name,Phone,City,State,Phone Brand,Operating System,,
286,Neelofar,Krish,Neelofar Krish,9964100098,Kolkata,West Bengal,Vivo,iOS,,
287,Biju,Sama,Biju Sama,9.20E+11,jaipur,Rajasthan,OnePlus,Android,,
288,Elakshi,Keer,Elakshi Keer,7768871683,pune,Maharashtra,OnePlus,iOS,,
289,Dhanush,Dora,Dhanush Dora,2706765180,Hyderabad,Telangana,Realme,Android,,
290,Kabir,Krish,Kabir Krish,9.11E+11,Hyderabad,Telangana,Samsung,iOS,,
291,Lakshay,Deol,Lakshay Deol,6718481757,Pune,Maharashtra,Xiaomi,Android,,
292,Kaira,Shere,Kaira Shere,9.16E+11,pune,Maharashtra,Realme,iOS,,
293,Parinaaz,Mani,Parinaaz Mani,9.17E+11,pune,Maharashtra,Xiaomi,Android,,
294,Jivika,Kade,Jivika Kade,535406286,mumbai,Maharashtra,Xiaomi,iOS,,
295,Mishti,Kamdar,Mishti Kamdar,5974850891,pune,Maharashtra,Vivo,Android,,
296,Kaira,Kale,Kaira Kale,2164651760,bangalore,Karnataka,Vivo,Android,,
297,Saanvi,Rao,Saanvi Rao,6700659643,bangalore,Karnataka,Xiaomi,Android,,
298,Aniruddh,Kari,Aniruddh Kari,8616174965,kolkata,West Bengal,Realme,iOS,,
299,Zaina,Swaminathan,Zaina Swaminathan,3048669689,jaipur,Rajasthan,Apple,iOS,,
300,Mamooty,Swaminathan,Mamooty Swaminathan,6782627444,surat,Gujarat,OnePlus,iOS,,
301,Suhana,Dhar,Suhana Dhar,2531655846,pune,Maharashtra,Realme,Android,,
302,Ojas,Ganguly,Ojas Ganguly,7868592231,delhi,Delhi,Realme,iOS,,
303,Aaina,Ramesh,Aaina Ramesh,9.17E+11,mumbai,Maharashtra,Vivo,iOS,,
304,Eshani,Kumer,Eshani Kumer,5850212339,Bangalore,Karnataka,Vivo,iOS,,
305,Pari,Rau,Pari Rau,3011750093,Jaipur,Rajasthan,Realme,Android,,
306,Vanya,Dyal,Vanya Dyal,9.19E+11,surat,Gujarat,Realme,iOS,,
307,Samar,Sahota,Samar Sahota,2610255605,mumbai,Maharashtra,Realme,iOS,,
308,Zoya,Swamy,Zoya Swamy,9.17E+11,hyderabad,Telangana,Vivo,Android,,
309,Rhea,Sura,Rhea Sura,2520195136,Delhi,Delhi,Apple,Android,,
310,Armaan,Acharya,Armaan Acharya,9.18E+11,Delhi,Delhi,Realme,iOS,,
311,Saira,Kamdar,Saira Kamdar,9.10E+11,Delhi,Delhi,Samsung,iOS,,
312,Aradhya,Thaman,Aradhya Thaman,9.10E+11,Kolkata,West Bengal,Apple,iOS,,
313,Kiaan,Dugar,Kiaan Dugar,7236913392,hyderabad,Telangana,Realme,Android,,
314,Dhruv,Varty,Dhruv Varty,9.15E+11,surat,Gujarat,OnePlus,iOS,,
315,Jayant,Seth,Jayant Seth,5325651351,Hyderabad,Telangana,Vivo,Android,,
316,Manjari,Kadakia,Manjari Kadakia,5857817458,bangalore,Karnataka,Xiaomi,iOS,,
317,Hridaan,Doctor,Hridaan Doctor,1788280687,Mumbai,Maharashtra,Realme,iOS,,
318,Taran,Balakrishnan,Taran Balakrishnan,4910201453,Chennai,Tamil Nadu,Xiaomi,Android,,
319,Priyansh,Chanda,Priyansh Chanda,9.14E+11,Bangalore,Karnataka,OnePlus,iOS,,
320,Kiaan,Rao,Kiaan Rao,8563547724,Mumbai,Maharashtra,Samsung,Android,,
321,Prerak,Sane,Prerak Sane,1591770615,Surat,Gujarat,OnePlus,iOS,,
322,Eshani,Mammen,Eshani Mammen,725741549,Hyderabad,Telangana,OnePlus,iOS,,
323,Jayesh,Sule,Jayesh Sule,7078108581,jaipur,Rajasthan,Xiaomi,iOS,,
324,Damini,Sampath,Damini Sampath,3372552788,delhi,Delhi,Xiaomi,Android,,
325,Abram,Gulati,Abram Gulati,4714416162,chennai,Tamil Nadu,OnePlus,iOS,,
326,Ranbir,Baria,Ranbir Baria,9.11E+11,Bangalore,Karnataka,OnePlus,iOS,,
327,Reyansh,Hans,Reyansh Hans,9.13E+11,jaipur,Rajasthan,Xiaomi,iOS,,
328,Tanya,Bhattacharyya,Tanya Bhattacharyya,1031913573,delhi,Delhi,Apple,Android,,
329,Chirag,Chowdhury,Chirag Chowdhury,3476546896,chennai,Tamil Nadu,OnePlus,iOS,,
330,Amani,Hegde,Amani Hegde,6314192103,Bangalore,Karnataka,OnePlus,iOS,,
331,Misha,Mann,Misha Mann,1767799004,mumbai,Maharashtra,Samsung,Android,,
332,Aaina,Wadhwa,Aaina Wadhwa,350261991,kolkata,West Bengal,Samsung,Android,,
333,Anvi,Tak,Anvi Tak,9.14E+11,Mumbai,Maharashtra,OnePlus,iOS,,
334,Kanav,Rastogi,Kanav Rastogi,8452360986,Kolkata,West Bengal,Samsung,iOS,,
335,Kaira,Ravel,Kaira Ravel,9.16E+11,surat,Gujarat,Realme,Android,,
336,Prerak,Dhingra,Prerak Dhingra,8642918813,Chennai,Tamil Nadu,Xiaomi,Android,,
337,Umang,Iyengar,Umang Iyengar,9.14E+11,Chennai,Tamil Nadu,Samsung,Android,,
338,Romil,Amble,Romil Amble,9.13E+11,bangalore,Karnataka,Samsung,Android,,
339,Suhana,Dhawan,Suhana Dhawan,9645558950,jaipur,Rajasthan,Xiaomi,Android,,
340,Shayak,Das,Shayak Das,9.14E+11,pune,Maharashtra,Apple,iOS,,
341,Arhaan,Kar,Arhaan Kar,9.19E+11,Delhi,Delhi,Vivo,Android,,
342,Aarna,Kale,Aarna Kale,4315460594,delhi,Delhi,Vivo,iOS,,
343,Vedika,Saraf,Vedika Saraf,8559376505,Jaipur,Rajasthan,Vivo,Android,,
344,Navya,Subramanian,Navya Subramanian,9.19E+11,jaipur,Rajasthan,Xiaomi,iOS,,
345,Raunak,Lall,Raunak Lall,9.14E+11,Kolkata,West Bengal,Samsung,iOS,,
346,Hunar,Buch,Hunar Buch,2664374631,Hyderabad,Telangana,Realme,iOS,,
347,Zaina,Chaudhuri,Zaina Chaudhuri,9.15E+11,Kolkata,West Bengal,Apple,iOS,,
348,Nehmat,Mahal,Nehmat Mahal,9.15E+11,Jaipur,Rajasthan,Vivo,iOS,,
349,Abram,Shukla,Abram Shukla,8206413806,chennai,Tamil Nadu,Apple,Android,,
350,Neysa,Bahl,Neysa Bahl,5996979229,Bangalore,Karnataka,Vivo,iOS,,
351,Vaibhav,Bassi,Vaibhav Bassi,9.18E+11,Kolkata,West Bengal,Realme,iOS,,
352,Rohan,Issac,Rohan Issac,4516284655,Mumbai,Maharashtra,Apple,iOS,,
353,Gokul,Chandran,Gokul Chandran,9.12E+11,chennai,Tamil Nadu,Xiaomi,Android,,
354,Armaan,Wason,Armaan Wason,9.11E+11,Jaipur,Rajasthan,Realme,iOS,,
355,Khushi,Biswas,Khushi Biswas,3504806258,kolkata,West Bengal,Samsung,iOS,,
356,Indranil,Ramakrishnan,Indranil Ramakrishnan,1943795824,delhi,Delhi,OnePlus,Android,,
357,Yakshit,Barad,Yakshit Barad,8135423877,Pune,Maharashtra,Vivo,Android,,
358,Shayak,Walia,Shayak Walia,9.16E+11,Ahmedabad,Gujarat,Samsung,Android,,
359,Nirvaan,Bobal,Nirvaan Bobal,5539147400,chennai,Tamil Nadu,Realme,iOS,,
360,Heer,Sankaran,Heer Sankaran,5408840501,pune,Maharashtra,OnePlus,Android,,
361,Ivan,Bhardwaj,Ivan Bhardwaj,8019963902,bangalore,Karnataka,Xiaomi,iOS,,
362,Vihaan,Karan,Vihaan Karan,5943793031,Chennai,Tamil Nadu,Xiaomi,Android,,
363,Nirvaan,Dhawan,Nirvaan Dhawan,9450117252,Pune,Maharashtra,Apple,Android,,
364,Fateh,Vala,Fateh Vala,4431445116,ahmedabad,Gujarat,Vivo,Android,,
365,Khushi,Salvi,Khushi Salvi,9.18E+11,ahmedabad,Gujarat,Apple,Android,,
366,Yasmin,Vala,Yasmin Vala,9.11E+11,chennai,Tamil Nadu,OnePlus,iOS,,
367,Damini,Bansal,Damini Bansal,9839898188,Mumbai,Maharashtra,Vivo,iOS,,
368,Umang,Kadakia,Umang Kadakia,1048084273,Hyderabad,Telangana,Samsung,Android,,
369,Nitara,Basak,Nitara Basak,9.12E+11,mumbai,Maharashtra,Xiaomi,Android,,
370,Lakshay,Kadakia,Lakshay Kadakia,9.13E+11,Mumbai,Maharashtra,Vivo,iOS,,
371,Siya,Rao,Siya Rao,8932432977,surat,Gujarat,Samsung,iOS,,
372,Dishani,Raman,Dishani Raman,9.16E+11,kolkata,West Bengal,Vivo,iOS,,
373,Madhup,Rajagopalan,Madhup Rajagopalan,2789119624,Mumbai,Maharashtra,Vivo,Android,,
374,Nehmat,Mangal,Nehmat Mangal,9417020166,bangalore,Karnataka,Xiaomi,Android,,
375,Oorja,Devan,Oorja Devan,9410904998,Ahmedabad,Gujarat,Vivo,iOS,,
376,Saksham,Deep,Saksham Deep,5835960035,jaipur,Rajasthan,Vivo,iOS,,
377,Nehmat,Bhasin,Nehmat Bhasin,9.12E+11,mumbai,Maharashtra,Xiaomi,iOS,,
378,Samar,Sane,Samar Sane,4221398195,Jaipur,Rajasthan,Xiaomi,iOS,,
379,Arhaan,Mand,Arhaan Mand,9.11E+11,Chennai,Tamil Nadu,Apple,iOS,,
380,Yuvaan,Devan,Yuvaan Devan,3120447655,Kolkata,West Bengal,Apple,iOS,,
381,Inaaya ,Deo,Inaaya Deo,2544115101,Kolkata,West Bengal,OnePlus,iOS,,
382,Alia,Thaman,Alia Thaman,9.12E+11,ahmedabad,Gujarat,Xiaomi,Android,,
383,Vedika,Tata,Vedika Tata,2023688453,Kolkata,West Bengal,OnePlus,Android,,
384,Vidur,Kumar,Vidur Kumar,9.12E+11,Kolkata,West Bengal,Realme,iOS,,
385,Ira,Chand,Ira Chand,2160114527,Kolkata,West Bengal,Realme,iOS,,
386,Riaan,Madan,Riaan Madan,9.16E+11,kolkata,West Bengal,Apple,iOS,,
387,Yashvi,Chauhan,Yashvi Chauhan,1645955989,Bangalore,Karnataka,Realme,Android,,
388,Ayesha,Sampath,Ayesha Sampath,5970282717,Ahmedabad,Gujarat,Apple,iOS,,
389,Samarth,Srivastava,Samarth Srivastava,887718286,kolkata,West Bengal,Vivo,iOS,,
390,Ira,Shan,Ira Shan,9.18E+11,chennai,Tamil Nadu,OnePlus,iOS,,
391,Tiya,Issac,Tiya Issac,9.17E+11,jaipur,Rajasthan,Realme,Android,,
392,Taran,Acharya,Taran Acharya,9.17E+11,pune,Maharashtra,Vivo,Android,,
393,Baiju,Bhardwaj,Baiju Bhardwaj,9.16E+11,Bangalore,Karnataka,Samsung,Android,,
394,Ira,Mall,Ira Mall,9.16E+11,kolkata,West Bengal,OnePlus,Android,,
395,Eshani,Banik,Eshani Banik,7159570871,Chennai,Tamil Nadu,Realme,iOS,,
396,Kaira,Sarkar,Kaira Sarkar,1618831380,Ahmedabad,Gujarat,Xiaomi,Android,,
397,Nitya,Dhawan,Nitya Dhawan,6402088244,Ahmedabad,Gujarat,Samsung,iOS,,
398,Damini,Jha,Damini Jha,4742277672,jaipur,Rajasthan,Xiaomi,Android,,
399,Nehmat,Dutt,Nehmat Dutt,9991002163,ahmedabad,Gujarat,Samsung,Android,,
400,Suhana,Kohli,Suhana Kohli,3716278665,Kolkata,West Bengal,Realme,Android,,
401,Farhan,Varty,Farhan Varty,9.14E+11,delhi,Delhi,Samsung,Android,,
402,Abram,Guha,Abram Guha,8772500955,Chennai,Tamil Nadu,Xiaomi,iOS,,
403,Renee,Chaudhry,Renee Chaudhry,2151940686,pune,Maharashtra,Samsung,Android,,
404,Tanya,Chaudhary,Tanya Chaudhary,9.11E+11,surat,Gujarat,OnePlus,iOS,,
405,Diya,Shroff,Diya Shroff,6045341119,hyderabad,Telangana,Apple,Android,,
406,Alisha,Iyengar,Alisha Iyengar,9.17E+11,Hyderabad,Telangana,OnePlus,Android,,
407,Aniruddh,Kaul,Aniruddh Kaul,8884706986,Ahmedabad,Gujarat,OnePlus,iOS,,
408,Nehmat,Hora,Nehmat Hora,7259289856,Ahmedabad,Gujarat,Vivo,iOS,,
409,Yuvaan,Chakrabarti,Yuvaan Chakrabarti,7251869056,Pune,Maharashtra,Realme,iOS,,
410,Farhan,Thaman,Farhan Thaman,9043914698,Delhi,Delhi,Xiaomi,iOS,,
411,Arhaan,Chawla,Arhaan Chawla,3041046840,kolkata,West Bengal,Xiaomi,iOS,,
412,Siya,Jhaveri,Siya Jhaveri,486594172,Pune,Maharashtra,OnePlus,iOS,,
413,Shaan,Balay,Shaan Balay,9.19E+11,Jaipur,Rajasthan,Realme,iOS,,
414,Anahi,Mangat,Anahi Mangat,4438112642,surat,Gujarat,Realme,iOS,,
415,Yashvi,Bal,Yashvi Bal,9.11E+11,jaipur,Rajasthan,Xiaomi,iOS,,
416,Dhruv,Ganesan,Dhruv Ganesan,5408042248,hyderabad,Telangana,Realme,Android,,
417,Nishith,Goyal,Nishith Goyal,4366707094,Bangalore,Karnataka,Xiaomi,iOS,,
418,Tarini,Sur,Tarini Sur,5216097738,delhi,Delhi,Samsung,iOS,,
419,Dishani,Rege,Dishani Rege,7291433492,Delhi,Delhi,Realme,iOS,,
420,Divij,Sandhu,Divij Sandhu,8139421427,chennai,Tamil Nadu,Apple,Android,,
421,Neelofar,Balay,Neelofar Balay,8685935806,Ahmedabad,Gujarat,Vivo,Android,,
422,Rania,Tiwari,Rania Tiwari,8723885073,chennai,Tamil Nadu,Vivo,iOS,,
423,Shamik,Mangal,Shamik Mangal,6127688409,Kolkata,West Bengal,Samsung,iOS,,
424,Jiya,Chana,Jiya Chana,9.13E+11,bangalore,Karnataka,Vivo,Android,,
425,Yashvi,Dar,Yashvi Dar,3078025554,jaipur,Rajasthan,OnePlus,iOS,,
426,Sana,Ramesh,Sana Ramesh,9675382536,pune,Maharashtra,Samsung,Android,,
427,Mahika,Kala,Mahika Kala,4667255946,Delhi,Delhi,Realme,Android,,
428,Aaryahi,Chaudhuri,Aaryahi Chaudhuri,3233683010,Jaipur,Rajasthan,Samsung,iOS,,
429,Sara,Vora,Sara Vora,5461098198,Surat,Gujarat,Samsung,iOS,,
430,Saira,Samra,Saira Samra,9.18E+11,Ahmedabad,Gujarat,Vivo,iOS,,
431,Rania,Madan,Rania Madan,9.10E+11,kolkata,West Bengal,Samsung,iOS,,
432,Madhup,Brahmbhatt,Madhup Brahmbhatt,9.18E+11,pune,Maharashtra,Apple,Android,,
433,Lagan,Sundaram,Lagan Sundaram,793627612,Jaipur,Rajasthan,Samsung,iOS,,
434,Jhanvi,Zachariah,Jhanvi Zachariah,8419135870,Surat,Gujarat,Xiaomi,Android,,
435,Eva,Kara,Eva Kara,3559713055,Jaipur,Rajasthan,Xiaomi,iOS,,
436,Ira,Barman,Ira Barman,668512849,Ahmedabad,Gujarat,Apple,Android,,
437,Divij,Mammen,Divij Mammen,1451129705,jaipur,Rajasthan,OnePlus,Android,,
438,Myra,Gala,Myra Gala,9.18E+11,Hyderabad,Telangana,Realme,iOS,,
439,Vedika,Vig,Vedika Vig,2027315515,Delhi,Delhi,Xiaomi,Android,,
440,Kabir,Chad,Kabir Chad,6682664536,chennai,Tamil Nadu,OnePlus,iOS,,
441,Gokul,Tailor,Gokul Tailor,9539985750,Hyderabad,Telangana,Apple,iOS,,
442,Khushi,Mammen,Khushi Mammen,9.16E+11,Surat,Gujarat,Vivo,iOS,,
443,Navya,Mangat,Navya Mangat,5616214221,Ahmedabad,Gujarat,Vivo,iOS,,
444,Vidur,Gara,Vidur Gara,8231009885,kolkata,West Bengal,Samsung,Android,,
445,Tarini,Wable,Tarini Wable,9.17E+11,Jaipur,Rajasthan,Samsung,iOS,,
446,Piya,Vaidya,Piya Vaidya,9.20E+11,Mumbai,Maharashtra,Apple,iOS,,
447,Charvi,Saxena,Charvi Saxena,9.14E+11,chennai,Tamil Nadu,OnePlus,iOS,,
448,Hazel,Dash,Hazel Dash,9.17E+11,surat,Gujarat,Samsung,Android,,
449,Miraan,Keer,Miraan Keer,9302515828,Bangalore,Karnataka,Xiaomi,Android,,
450,Indranil,Swaminathan,Indranil Swaminathan,9182026294,Pune,Maharashtra,Xiaomi,Android,,
451,Vritika,Chand,Vritika Chand,3712671931,pune,Maharashtra,OnePlus,iOS,,
452,Rania,Khalsa,Rania Khalsa,1203390977,kolkata,West Bengal,Apple,iOS,,
453,Neelofar,Dhawan,Neelofar Dhawan,2048465498,Pune,Maharashtra,OnePlus,iOS,,
454,Keya,Gour,Keya Gour,3206899216,kolkata,West Bengal,OnePlus,Android,,
455,Mishti,Bava,Mishti Bava,9.10E+11,Hyderabad,Telangana,Realme,Android,,
456,Raunak,Ben,Raunak Ben,6960175238,Hyderabad,Telangana,Samsung,iOS,,
457,Kiaan,Baria,Kiaan Baria,3151990913,surat,Gujarat,Vivo,iOS,,
458,Uthkarsh,Rege,Uthkarsh Rege,2983448561,Ahmedabad,Gujarat,Xiaomi,iOS,,
459,Heer,Bains,Heer Bains,3745672928,delhi,Delhi,OnePlus,Android,,
460,Nirvi,Bhakta,Nirvi Bhakta,9.10E+11,delhi,Delhi,Apple,iOS,,
461,Nirvaan,Sundaram,Nirvaan Sundaram,8744733311,Pune,Maharashtra,Xiaomi,Android,,
462,Biju,Ravel,Biju Ravel,9.14E+11,bangalore,Karnataka,Apple,Android,,
